datetime,timestamp,open,high,low,close,volume
2025-01-30T04:00:00.000Z,1738209600000,3200.9,3215.69,3187.21,3196.9,6324.415903
2025-01-30T05:00:00.000Z,1738213200000,3196.91,3198.86,3182.67,3195.11,2795.977928
2025-01-30T06:00:00.000Z,1738216800000,3195.11,3207.4,3184.8,3186.09,3691.051027
2025-01-30T07:00:00.000Z,1738220400000,3186.29,3194.99,3178.53,3191.04,2758.77334
2025-01-30T08:00:00.000Z,1738224000000,3190.99,3211.73,3181.44,3205.15,3587.212372
2025-01-30T09:00:00.000Z,1738227600000,3205.38,3230.0,3200.4,3221.79,5724.713775
2025-01-30T10:00:00.000Z,1738231200000,3221.8,3223.2,3208.01,3219.6,1895.713763
2025-01-30T11:00:00.000Z,1738234800000,3219.59,3227.74,3214.71,3222.6,3970.653846
2025-01-30T12:00:00.000Z,1738238400000,3222.51,3224.36,3209.2,3219.96,3011.097483
2025-01-30T13:00:00.000Z,1738242000000,3219.72,3276.83,3215.7,3262.86,13925.716245
2025-01-30T14:00:00.000Z,1738245600000,3262.41,3281.11,3240.46,3271.34,15017.785587
2025-01-30T15:00:00.000Z,1738249200000,3271.35,3277.47,3248.1,3255.59,8550.45131
2025-01-30T16:00:00.000Z,1738252800000,3255.7,3279.94,3249.12,3278.6,5292.495229
2025-01-30T17:00:00.000Z,1738256400000,3278.72,3283.77,3257.42,3272.61,5746.525939
2025-01-30T18:00:00.000Z,1738260000000,3272.47,3276.83,3255.0,3270.09,4128.628108
2025-01-30T19:00:00.000Z,1738263600000,3270.1,3275.65,3255.83,3271.1,3104.048161
2025-01-30T20:00:00.000Z,1738267200000,3271.1,3272.85,3227.73,3231.36,5874.033622
2025-01-30T21:00:00.000Z,1738270800000,3230.94,3248.21,3230.94,3244.06,2209.232331
2025-01-30T22:00:00.000Z,1738274400000,3244.11,3272.02,3237.95,3260.85,3419.618312
2025-01-30T23:00:00.000Z,1738278000000,3260.92,3270.29,3245.2,3247.47,1909.482709
2025-01-31T00:00:00.000Z,1738281600000,3247.41,3272.0,3237.01,3270.8,6166.227779
2025-01-31T01:00:00.000Z,1738285200000,3270.79,3274.0,3254.4,3270.61,5601.518707
2025-01-31T02:00:00.000Z,1738288800000,3270.61,3279.65,3247.43,3247.75,5973.916488
2025-01-31T03:00:00.000Z,1738292400000,3247.61,3247.61,3220.96,3231.0,4477.620798
2025-01-31T04:00:00.000Z,1738296000000,3231.02,3235.94,3213.77,3216.01,2241.666778
2025-01-31T05:00:00.000Z,1738299600000,3216.01,3249.22,3215.73,3245.61,1825.572411
2025-01-31T06:00:00.000Z,1738303200000,3245.52,3271.6,3240.64,3262.83,3153.055504
2025-01-31T07:00:00.000Z,1738306800000,3262.89,3277.3,3238.85,3241.59,6477.412985
2025-01-31T08:00:00.000Z,1738310400000,3241.69,3248.9,3234.0,3236.52,2182.572741
2025-01-31T09:00:00.000Z,1738314000000,3236.53,3271.15,3234.53,3266.21,5736.913375
2025-01-31T10:00:00.000Z,1738317600000,3266.12,3272.0,3256.07,3269.71,3139.77791
2025-01-31T11:00:00.000Z,1738321200000,3269.69,3338.6,3269.68,3335.17,15498.285545
2025-01-31T12:00:00.000Z,1738324800000,3335.49,3359.42,3325.13,3350.49,12034.769286
2025-01-31T13:00:00.000Z,1738328400000,3350.5,3365.49,3341.06,3354.58,10591.481937
2025-01-31T14:00:00.000Z,1738332000000,3354.36,3374.42,3335.0,3350.8,16782.025148
2025-01-31T15:00:00.000Z,1738335600000,3350.8,3427.86,3350.8,3427.27,24621.623912
2025-01-31T16:00:00.000Z,1738339200000,3427.27,3437.38,3390.35,3403.1,13083.531753
2025-01-31T17:00:00.000Z,1738342800000,3403.09,3405.16,3371.57,3375.64,5963.418326
2025-01-31T18:00:00.000Z,1738346400000,3375.41,3385.3,3294.89,3314.99,19373.199321
2025-01-31T19:00:00.000Z,1738350000000,3315.0,3345.86,3308.36,3339.16,13306.964246
2025-01-31T20:00:00.000Z,1738353600000,3339.05,3339.05,3286.06,3315.98,10219.270576
2025-01-31T21:00:00.000Z,1738357200000,3315.86,3320.72,3277.93,3319.3,6545.071221
2025-01-31T22:00:00.000Z,1738360800000,3319.29,3321.16,3282.37,3296.67,4724.720362
2025-01-31T23:00:00.000Z,1738364400000,3296.66,3303.0,3278.4,3301.1,3409.435005
2025-02-01T00:00:00.000Z,1738368000000,3301.11,3321.16,3288.5,3317.49,5394.988077
2025-02-01T01:00:00.000Z,1738371600000,3317.14,3332.25,3312.99,3313.4,4298.930632
2025-02-01T02:00:00.000Z,1738375200000,3313.1,3325.72,3303.66,3306.3,2203.792465
2025-02-01T03:00:00.000Z,1738378800000,3306.3,3309.89,3283.2,3292.44,3867.033046
2025-02-01T04:00:00.000Z,1738382400000,3292.5,3307.11,3284.6,3294.72,1997.681296
2025-02-01T05:00:00.000Z,1738386000000,3294.81,3303.28,3293.33,3300.01,1040.516937
2025-02-01T06:00:00.000Z,1738389600000,3300.0,3306.89,3272.85,3295.97,3708.168283
2025-02-01T07:00:00.000Z,1738393200000,3296.0,3301.03,3277.24,3279.88,2687.358618
2025-02-01T08:00:00.000Z,1738396800000,3279.88,3286.66,3245.6,3268.99,7218.433124
2025-02-01T09:00:00.000Z,1738400400000,3269.02,3269.32,3224.31,3236.86,5960.816657
2025-02-01T10:00:00.000Z,1738404000000,3236.86,3253.79,3228.11,3234.82,4949.269791
2025-02-01T11:00:00.000Z,1738407600000,3234.8,3253.24,3230.05,3252.49,2307.337041
2025-02-01T12:00:00.000Z,1738411200000,3252.5,3272.78,3246.85,3267.49,3518.862078
2025-02-01T13:00:00.000Z,1738414800000,3267.49,3273.0,3242.14,3246.28,2390.236049
2025-02-01T14:00:00.000Z,1738418400000,3246.41,3256.73,3234.39,3238.86,2248.017069
2025-02-01T15:00:00.000Z,1738422000000,3238.81,3258.58,3228.65,3251.16,3717.163695
2025-02-01T16:00:00.000Z,1738425600000,3251.16,3266.66,3240.47,3242.43,2749.980157
2025-02-01T17:00:00.000Z,1738429200000,3242.47,3266.66,3242.47,3262.22,2015.91078
2025-02-01T18:00:00.000Z,1738432800000,3262.23,3267.46,3240.1,3241.51,1742.041235
2025-02-01T19:00:00.000Z,1738436400000,3242.01,3244.39,3179.01,3196.95,9265.34908
2025-02-01T20:00:00.000Z,1738440000000,3196.95,3197.36,3151.5,3164.0,7118.239139
2025-02-01T21:00:00.000Z,1738443600000,3164.01,3179.79,3142.64,3149.61,4699.971543
2025-02-01T22:00:00.000Z,1738447200000,3149.6,3162.19,3125.01,3138.16,4261.272771
2025-02-01T23:00:00.000Z,1738450800000,3138.05,3139.29,3101.56,3117.31,7790.743617
2025-02-02T00:00:00.000Z,1738454400000,3117.31,3156.96,3111.8,3151.19,4357.770129
2025-02-02T01:00:00.000Z,1738458000000,3151.19,3162.78,3143.22,3152.1,6077.357824
2025-02-02T02:00:00.000Z,1738461600000,3152.18,3152.53,3112.89,3115.3,9338.476963
2025-02-02T03:00:00.000Z,1738465200000,3115.22,3128.55,3068.1,3077.59,35323.589542
2025-02-02T04:00:00.000Z,1738468800000,3077.52,3110.74,3073.87,3096.0,6431.793106
2025-02-02T05:00:00.000Z,1738472400000,3096.01,3123.28,3093.01,3119.08,9677.25743
2025-02-02T06:00:00.000Z,1738476000000,3119.07,3138.2,3110.33,3114.29,7004.346042
2025-02-02T07:00:00.000Z,1738479600000,3114.4,3114.74,3082.71,3101.22,8979.663229
2025-02-02T08:00:00.000Z,1738483200000,3101.1,3123.79,3090.01,3109.44,5821.441527
2025-02-02T09:00:00.000Z,1738486800000,3109.45,3111.75,3096.08,3110.69,3343.144951
2025-02-02T10:00:00.000Z,1738490400000,3110.69,3111.1,3090.4,3104.11,3987.644164
2025-02-02T11:00:00.000Z,1738494000000,3104.11,3112.49,3051.69,3064.56,14346.243281
2025-02-02T12:00:00.000Z,1738497600000,3064.57,3079.89,3050.0,3052.3,7340.761315
2025-02-02T13:00:00.000Z,1738501200000,3052.31,3088.26,3052.31,3087.67,4853.997404
